====================== Design Variables ======================
   NAME    VALUE MINIMUM MAXIMUM DESCRIPTION                  
      L  16.3299       1      20 Length of Cardboard  (in)    
 WoverL 0.999999    0.05       1 Width/Length of Cardboard    
 HoverW     0.25    0.05    0.45 Height/Width of Box          
    thk      0.1    0.02     0.4 Thickness of Cardboard  (in) 
==============================================================
""
HoverW,Volume
0.05,176.36317955616954
0.07105263157894737,227.71995974161027
0.09210526315789475,266.9276703719632
0.11315789473684211,294.9614868858993
0.13421052631578947,312.7965847220896
0.15526315789473683,321.408139319205
0.1763157894736842,321.7713261159166
0.19736842105263158,314.86132055089524
0.21842105263157896,301.6532980628118
0.23947368421052634,283.1224340903374
0.26052631578947366,260.2439040721429
0.28157894736842104,233.99288344689933
0.3026315789473684,205.34454765327757
0.3236842105263158,175.27407212994862
0.3447368421052631,144.75663231558357
0.3657894736842105,114.76740364885312
0.3868421052631579,86.2815615684284
0.40789473684210525,60.27428151298033
0.42894736842105263,37.720738921179816
0.45,19.59610923169796
